Gene,StateA,StateB
Lmo2,NPB3_032,HFB13_020
Nfe2,NPB3_032,HFB11_090
Lyl1,SomHA9_160,SomHA7_329
Sfpi1,SomHA9_160,SomHA7_107
Lmo2,HFB9_059,SomNHA4_065
Sfpi1,HFB9_059,SomNHA3_036
Tbx3,NPA6_047,NPB5_045
Meis1,NPA6_047,NPB4_039
Mecom,NPA6_047,NPA6_073
Mitf,NPA6_047,PSA2_012
HoxB4,NPA6_046,HFB13_145
Mitf,NPA6_046,HFB10_150
Gata1,NPA6_046,HFB10_074
Tbx20,NPA6_046,HFB10_036
Sox17,NPA6_046,NPB7_012
Tbx3,NPA6_046,NPA7_090
Gfi1,NPA6_046,PSA1_055
Gfi1,NPA6_045,SomHA9_229
Notch1,NPA6_045,SomHA7_307
Sox7,NPA6_045,HFB9_139
Mitf,HFB9_053,HFB13_192
Tbx3,HFB9_053,HFB12_089
Meis1,HFB9_050,SomNHA6_064
Ldb1,HFB9_050,SomNHA3_021
Mecom,HFB9_050,HFB12_115
Nfe2,HFB9_050,HFB12_093
Ikaros,HFB9_050,HFB11_087
Sox17,HFB9_050,HFB10_013
Sfpi1,HFB9_050,NPB8_032
Lmo2,HFB9_050,NPB5_061
FoxH1,NPA6_048,SomNHA4_208
Mitf,NPA6_048,SomNHA4_013
Etv2,NPA6_048,SomNHA3_089
Sox17,NPA6_048,HFB13_062
Tbx3,NPA6_048,HFB13_046
Nfe2,NPA6_048,HFB13_020
Myb,NPA6_048,HFB13_004
Runx1,NPA6_048,HFB12_103
Hhex,NPA6_048,HFB11_144
Lmo2,NPA6_048,HFB11_090
Sfpi1,NPA6_048,HFB11_057
Tbx20,NPA6_048,HFB11_054
Ikaros,NPA6_048,HFB11_026
Erg,NPA6_048,HFB10_103
Gfi1b,NPA6_048,HFB10_010
Mecom,NPA6_048,HFB10_008
HoxB4,NPA6_048,HFA1_005
Gfi1,HFB11_002,SomHA8_064
Hhex,HFB11_002,HFB11_063
Lmo2,HFB11_002,HFA4_078
Mitf,HFB11_002,HFA1_046
Tbx20,HFB11_002,NPB6_042
Mecom,HFB11_002,NPA7_066
Meis1,HFB9_003,SomNHA6_205
Myb,HFB9_003,SomNHA4_194
HoxB4,HFB9_003,HFB9_185
Tbx20,HFB9_003,HFB12_101
Erg,HFB9_008,SomNHA6_048
Mecom,HFB9_008,HFB14_013
Lmo2,HFB9_008,HFB13_022
Tbx3,HFB9_008,HFB12_125
Lyl1,HFB9_008,HFB11_053
HoxB4,HFB9_008,HFB10_007
Mecom,HFB9_009,SomNHA6_195
Tbx3,HFB9_009,HFB9_028
Mitf,HFB9_009,HFB10_131
Myb,HFB9_009,HFA4_009
Ikaros,HFB9_009,NPA6_083
Erg,HFB9_009,PSB3_059
HoxB4,HFB9_009,PSA2_034
Mitf,HFB11_003,HFB9_011
Mecom,HFB11_003,HFB10_104
Erg,HFB11_006,HFB13_152
Nfe2,HFB9_006,HFB9_177
Runx1,SomNHA3_138,SomNHA5_138
HoxB4,SomNHA3_138,SomNHA5_101
Mecom,SomNHA3_138,SomNHA4_150
Lmo2,SomNHA3_138,HFB12_003
Tbx20,SomNHA3_138,HFB11_021
Lmo2,SomNHA3_134,SomNHA4_206
Nfe2,SomNHA3_134,HFB13_056
Sfpi1,SomNHA3_134,NPB3_032
Cbfa2t3h,SomNHA3_135,SomNHA5_138
Mecom,SomNHA3_135,HFB11_036
Meis1,HFB11_011,HFA4_067
Myb,HFB11_011,PSB2_014
Sfpi1,HFB11_011,PSB1_086
Ldb1,SomNHA3_143,HFB10_035
HoxB4,SomNHA3_142,HFB9_180
Mecom,SomNHA3_141,SomNHA6_068
Etv2,SomNHA3_141,SomNHA4_067
Myb,HFB11_016,SomNHA6_061
Runx1,HFB11_016,HFB9_176
Mecom,HFB11_016,HFB9_168
Sox17,HFB11_016,HFB9_028
Ikaros,HFB11_016,HFB13_203
Gfi1b,HFB11_016,HFB12_081
Runx1,HFB13_205,SomNHA6_061
Mecom,HFB13_205,SomNHA5_011
Tbx3,HFB13_205,SomNHA3_095
Myb,HFB13_205,HFB9_176
Ldb1,HFB13_205,HFB12_117
Sox17,HFB13_205,HFB12_050
Ikaros,HFB13_206,HFB13_134
Tbx3,HFB13_206,HFB11_028
Hhex,HFB13_206,NPB6_052
Myb,HFB9_023,SomNHA3_043
Gfi1,HFB9_023,HFB13_111
Tbx3,HFB9_023,HFB12_109
Mecom,HFB9_023,HFA4_073
Runx1,HFB13_203,HFB13_146
Ikaros,HFB13_203,HFB11_016
Myb,HFB13_203,NPB8_051
Nfe2,HFB13_203,NPB8_048
Tbx3,HFB13_203,NPB5_030
Ldb1,HFB11_020,HFB11_053
Fli1,PSA1_010,PSB1_080
Cbfa2t3h,PSA1_010,PSA6_032
Gfi1b,PSA1_011,SomNHA3_109
Tbx20,HFB13_201,HFB10_126
HoxB4,HFB11_021,SomNHA4_041
Tbx3,HFB11_021,SomNHA3_198
Tbx20,HFB11_021,SomNHA3_138
Sfpi1,HFB11_021,HFB13_162
Lmo2,HFB11_021,HFB13_047
Runx1,HFB11_021,HFB12_056
Myb,HFB11_026,SomNHA6_008
Lmo2,HFB11_026,HFB9_015
Gfi1b,HFB11_026,HFB13_061
Nfe2,HFB11_026,HFB12_090
Runx1,HFB11_026,HFB12_078
Tbx3,HFB11_026,NPB7_018
Sfpi1,HFB11_026,NPB2_064
Ikaros,HFB11_026,NPA6_048
Mecom,HFB11_026,NPA6_030
Tbx3,HFB9_028,HFB9_009
Sox17,HFB9_028,HFB11_016
HoxB4,HFB9_028,HFB10_098
Myb,HFB9_028,NPB5_060
Tbx3,HFB11_028,HFB13_206
Mecom,HFB11_028,HFB11_144
Hhex,HFB11_028,HFB10_008
HoxB4,HFB11_027,HFB12_090
Myb,HFB11_027,HFA1_048
Mecom,HFB11_027,NPB2_017
FoxO4,HFB9_029,NPB6_031
Myb,HFB9_027,NPB6_025
Ikaros,HFB9_027,NPB5_087
Erg,HFB9_024,SomNHA6_195
Mitf,HFB9_024,HFB9_075
HoxB4,HFB9_024,PSB3_080
Mecom,HFB9_024,PSB3_059
HoxB4,SomNHA3_116,SomNHA5_138
Runx1,SomNHA3_116,SomNHA5_101
Sox17,SomNHA3_116,SomNHA4_040
Tbx20,SomNHA3_116,HFB13_056
Mecom,SomNHA3_116,HFA4_115
Tbx20,SomNHA3_117,SomNHA5_163
Runx1,SomNHA3_117,SomNHA5_142
Lmo2,SomNHA3_117,SomNHA4_010
Mitf,HFB9_011,HFB11_003
Myb,HFB9_012,NPB8_001
HoxB4,HFB9_012,NPA7_035
Gfi1b,HFB11_033,HFB13_062
Ikaros,HFB11_033,HFB12_028
Sox17,HFB11_033,HFB10_010
Mecom,HFB11_033,HFA1_101
Tbx20,HFB11_032,HFB14_007
Mitf,HFB11_032,HFB13_034
Sfpi1,HFB11_032,NPB6_059
Mecom,HFB9_017,HFB11_140
Tbx3,HFB9_017,HFA4_042
Nfe2,HFB9_017,HFA4_006
HoxB4,HFB9_017,NPB8_001
Sfpi1,HFB9_017,NPB5_040
Myb,HFB9_017,NPA7_035
Gata1,HFB9_017,NPA6_039
Ets1,HFB11_039,SomNHA6_061
Mecom,PSA1_004,HFA4_093
Mecom,HFB11_036,SomNHA3_135
Sfpi1,HFB9_013,HFB9_176
Hhex,HFB9_014,HFB13_117
Lmo2,HFB9_014,NPB7_010
HoxB4,SomNHA3_121,SomNHA5_142
Meis1,SomNHA3_121,SomNHA3_022
Myb,SomNHA3_121,HFA1_056
Runx1,SomNHA3_120,SomNHA6_102
Tbx3,SomNHA3_120,SomNHA6_062
Tbx20,SomNHA3_120,SomNHA5_124
Hhex,SomNHA3_120,SomNHA5_119
Sfpi1,SomNHA3_120,SomNHA5_080
Lmo2,SomNHA3_120,SomNHA4_066
Etv2,SomNHA3_120,SomNHA3_061
Gfi1b,SomNHA3_120,SomNHA3_048
Tbx3,PSA1_008,HFB10_054
Gfi1,PSA1_008,HFA4_020
Ikaros,HFB9_015,HFB11_090
Lmo2,HFB9_015,HFB11_026
Mecom,HFB9_015,HFB10_153
Tbx3,HFB9_015,HFB10_139
Meis1,SomNHA3_123,SomNHA4_144
Sox17,SomNHA3_123,SomNHA4_094
Gfi1,SomNHA3_124,SomNHA3_036
Tbx3,HFB13_209,SomNHA6_211
Sox17,HFB13_209,SomNHA6_052
Mecom,HFB13_209,HFB12_086
FoxO4,SomNHA3_174,SomNHA6_010
Runx1,SomNHA3_174,SomNHA3_089
Sfpi1,SomNHA3_174,SomNHA3_037
Etv2,SomNHA3_174,HFB12_103
HoxB4,HFB12_126,HFB13_061
Mecom,HFB12_126,PSA8_023
Lyl1,HFB12_125,SomNHA6_061
Lmo2,HFB12_125,SomNHA5_032
Tbx3,HFB12_125,HFB9_008
Mecom,HFB12_125,HFB13_028
Lmo2,HFB12_128,SomNHA5_057
HoxB4,HFB12_128,SomNHA3_095
Erg,HFB12_128,SomNHA3_076
Runx1,HFB12_128,PSA6_045
Ikaros,HFB12_127,HFB9_161
Sfpi1,HFB12_127,HFB13_104
Myb,HFB12_127,HFB13_048
Tbx20,HFB12_127,HFA1_062
Gata1,HFB12_127,HFA1_001
Mitf,HFB12_127,NPB7_018
Ikaros,PSA1_039,SomNHA4_144
Erg,PSA1_039,SomNHA4_005
Sfpi1,HFB12_129,HFB12_109
Myb,HFB12_129,HFB11_087
Lyl1,HFB12_129,HFB10_011
Mecom,HFB12_129,HFA1_042
Cbfa2t3h,PSA1_034,NPA7_062
Runx1,PSA1_034,PSB1_051
Etv2,PSA1_034,PSA3_008
Sfpi1,HFB12_122,PSB2_056
Sox17,HFB12_121,HFB13_132
Lmo2,HFB12_121,NPB5_075
HoxB4,SomNHA3_178,SomNHA6_210
Myb,SomNHA3_178,SomNHA5_151
Tbx20,SomNHA3_178,HFB12_087
Mecom,SomNHA3_178,HFB10_099
FoxO4,SomNHA3_187,HFB12_087
Tbx3,HFB12_136,HFB14_001
HoxB4,HFB12_136,NPA7_057
Gfi1,HFB12_136,NPA6_086
Lmo2,SomNHA3_186,SomNHA5_101
Tbx20,SomNHA3_186,SomNHA5_011
Sfpi1,SomNHA3_186,SomNHA3_194
Etv2,SomNHA3_186,SomNHA3_152
HoxB4,SomNHA3_186,HFB12_003
Lmo2,SomNHA3_183,SomNHA6_098
Meis1,SomNHA3_183,SomNHA5_160
Notch1,SomNHA3_181,SomNHA5_127
Runx1,SomNHA3_181,SomNHA4_113
Ets1,SomNHA3_181,NPA6_004
Erg,HFB12_138,PSB2_083
Myb,SomNHA3_182,SomNHA3_069
Mecom,SomNHA3_182,HFB9_185
Myb,PSA1_021,HFB10_043
HoxB4,PSA1_021,NPB5_030
Ikaros,PSA1_021,NPB5_020
Gata1,PSA1_021,NPB2_034
Sox17,PSA1_021,NPA6_058
Gfi1,HFB12_130,SomNHA4_206
Runx1,SomNHA3_152,SomNHA5_154
Etv2,SomNHA3_152,SomNHA3_186
Tbx20,SomNHA3_152,SomNHA3_037
Lmo2,PSA1_051,HFB13_183
Myb,PSA1_051,HFB12_093
Gfi1,PSA1_051,HFB12_035
Notch1,PSA1_053,NPA7_018
Mecom,PSA1_053,PSA3_008
Runx1,PSA1_053,PSA2_032
Gata1,PSA1_055,NPB7_051
Tbx3,PSA1_055,NPB2_052
Tbx20,PSA1_055,NPA6_061
Mitf,PSA1_055,NPA6_059
Gfi1,PSA1_055,NPA6_046
Mecom,PSA1_055,PSB2_083
Tbx20,PSA1_057,NPB8_002
Gfi1,PSA1_057,NPB6_023
Mitf,SomNHA3_161,SomNHA4_219
Ldb1,SomNHA3_162,SomNHA4_078
Myb,SomNHA3_160,SomNHA5_173
HoxB4,SomNHA3_166,SomNHA5_173
Lmo2,SomNHA3_166,SomNHA3_064
Meis1,SomNHA3_166,PSB2_040
Sfpi1,HFB12_155,NPB8_044
Notch1,PSA1_041,NPA7_092
Fli1,PSA1_041,NPA6_004
Tal1,PSA1_041,PSB1_068
HoxB4,PSA1_041,PSA2_006
Sfpi1,HFB12_152,SomNHA4_007
Runx1,HFB12_152,HFB12_086
Sox17,HFB12_152,HFB11_087
Ikaros,HFB12_152,HFB10_013
Lmo2,HFB12_152,HFA4_009
Erg,PSB3_095,HFB13_189
Mecom,PSB3_095,HFB13_179
Tbx3,NPB6_006,PSB1_079
Hhex,NPB6_006,PSA6_046
Meis1,NPB6_003,HFB9_177
Myb,NPB6_004,HFB13_133
Nfe2,NPB6_004,HFB12_110
Tbx3,NPB6_004,HFA4_052
Mitf,NPB6_004,PSA8_032
Ikaros,PSB3_075,HFB10_076
Gfi1b,PSB3_075,PSB1_067
Gfi1b,PSA1_070,HFB13_076
Mitf,PSB3_078,HFA1_007
Hhex,PSB3_078,NPA7_003
Cbfa2t3h,PSB3_078,PSA2_009
Etv2,PSB3_079,PSA6_039
HoxB4,PSB3_080,HFB9_024
Myb,PSB3_080,NPB2_072
Lmo2,HFA4_036,HFB9_129
Sox17,HFA4_036,NPB8_051
Ikaros,HFA4_036,NPB5_060
Gfi1,HFA4_031,SomNHA6_008
Mitf,PSB3_083,NPB4_023
HoxB4,PSB3_083,PSA7_050
Sox17,PSA1_083,NPA7_026
Sfpi1,PSA1_076,NPB8_042
Mecom,PSA1_076,NPB4_039
Mitf,PSA1_076,NPB2_052
Tbx20,PSA1_076,NPA7_031
HoxB4,PSA1_076,NPA7_022
Meis1,PSA1_076,NPA6_073
Tbx3,PSA1_076,NPA6_059
Etv2,PSA1_076,PSB3_046
Mecom,PSA1_074,HFB10_067
Lmo2,PSA1_074,NPB5_039
Gata1,PSA1_074,NPB2_068
Nfe2,PSA1_074,NPB2_052
Etv2,PSA1_074,NPA7_093
Tbx20,PSA1_074,NPA7_074
Sfpi1,PSA1_074,NPA7_024
Meis1,PSA1_074,NPA6_010
Gata1,PSB3_093,HFB12_042
Mecom,PSA1_077,HFA1_050
Nfe2,PSA1_077,PSB3_058
Mecom,HFA4_024,HFB13_135
Myb,HFA4_024,HFA4_076
Erg,HFA4_024,NPB6_052
Runx1,HFA4_024,NPA7_068
Cbfa2t3h,SomNHA3_095,SomNHA4_010
Myb,SomNHA3_095,HFB9_118
Tbx3,SomNHA3_095,HFB13_205
Sfpi1,SomNHA3_095,HFB13_129
HoxB4,SomNHA3_095,HFB12_128
Runx1,SomNHA3_095,HFB11_053
Mecom,SomNHA3_095,HFA4_084
Sox17,HFA4_027,HFA4_076
Ikaros,HFA4_027,NPB6_047
Sfpi1,HFA4_027,PSB3_059
HoxB4,HFA4_027,PSA6_022
Myb,SomNHA3_093,SomNHA4_078
Runx1,SomNHA3_093,HFA4_073
Erg,HFA4_020,NPB5_066
Gfi1,HFA4_020,PSA1_008
Lmo2,SomNHA3_099,SomNHA6_011
Tbx3,SomNHA3_099,HFB9_064
Gfi1b,SomNHA3_099,HFB13_056
Mecom,SomNHA3_099,HFB11_104
Tbx20,HFA4_023,NPA6_087
Nfe2,HFA4_022,SomHA9_046
Lmo2,HFA4_022,HFB13_069
Sox7,HFA4_022,NPA6_061
Lmo2,PSB3_058,NPA6_037
Nfe2,PSB3_058,PSA1_077
Runx1,PSB3_059,HFB9_163
Mecom,PSB3_059,HFB9_024
Erg,PSB3_059,HFB9_009
Myb,PSB3_059,HFB14_019
Sfpi1,PSB3_059,HFA4_027
Tbx3,PSA1_094,NPA7_048
Gfi1b,PSA1_094,PSA7_065
Meis1,PSA1_094,PSA6_049
Runx1,PSB3_056,SomNHA4_215
HoxB4,PSB3_056,NPA6_009
Mitf,PSB3_056,PSB1_088
Fli1,PSB3_056,PSA7_044
Notch1,PSB3_056,PSA6_032
Meis1,PSB3_057,SomNHA6_169
Runx1,PSB3_057,SomNHA4_021
HoxB4,PSB3_057,HFB14_019
Sox17,PSB3_057,NPB7_042
Mecom,PSB3_057,NPB2_072
Ikaros,PSB3_057,NPB2_071
Lyl1,PSB3_057,PSB2_015
Erg,PSB3_057,PSB1_062
Lyl1,PSA1_093,PSA2_023
Erg,PSA1_088,HFB13_073
Mitf,PSA1_088,HFA4_076
Ikaros,PSA1_088,NPB7_005
Runx1,SomNHA3_081,SomNHA4_093
Tbx3,SomNHA3_081,SomNHA3_017
Tbx20,SomNHA3_081,HFB9_161
Ikaros,SomNHA3_081,HFA1_062
Mecom,HFA4_017,HFB13_113
Ikaros,PSA1_087,HFB9_135
HoxB4,PSA1_087,HFB10_023
Sox17,PSA1_087,PSB3_042
Meis1,PSA1_087,PSB1_091
Sfpi1,PSA1_087,PSB1_062
Lyl1,PSA1_087,PSA5_015
Erg,SomNHA3_086,SomNHA5_173
Tbx20,SomNHA3_086,SomNHA5_045
Mitf,SomNHA3_089,SomNHA6_201
Tbx3,SomNHA3_089,SomNHA6_115
Lmo2,SomNHA3_089,SomNHA4_176
Tbx20,SomNHA3_089,SomNHA4_139
Runx1,SomNHA3_089,SomNHA3_174
Gfi1b,SomNHA3_089,HFB11_080
Etv2,SomNHA3_089,NPA6_048
Lyl1,HFA4_010,SomNHA3_036
Cbfa2t3h,HFA4_013,SomNHA6_131
Tbx20,HFA4_013,SomNHA6_061
HoxB4,HFA4_013,SomNHA5_160
Sfpi1,HFA4_013,SomNHA3_069
Tbx3,HFA4_013,HFB10_099
Lmo2,HFA4_013,HFA4_115
Mitf,PSB3_068,HFB9_120
Nfe2,PSB3_068,HFA1_025
Mecom,PSB3_068,PSA8_034
Sox17,PSB3_068,PSA8_019
Gfi1,PSB3_068,PSA5_013
Etv6,PSB3_066,SomNHA5_107
Meis1,SomNHA3_070,SomNHA6_138
Ldb1,SomNHA3_070,SomNHA5_038
Gfi1b,HFA4_006,HFB9_160
Nfe2,HFA4_006,HFB9_017
Hhex,HFA4_006,HFB13_134
Sox17,HFA4_006,HFB10_115
HoxB4,HFA4_006,HFA1_064
Lmo2,HFA4_006,NPB8_032
Mecom,HFA4_006,NPB7_018
Ikaros,HFA4_006,NPB6_052
Myb,HFA4_006,NPB6_024
Sfpi1,HFA4_006,NPB5_061
Tbx3,HFA4_006,NPA6_030
Cbfa2t3h,HFA4_009,SomNHA4_144
Myb,HFA4_009,HFB9_009
Erg,HFA4_009,HFB14_019
Lmo2,HFA4_009,HFB12_152
Sox17,HFA4_009,HFB11_053
Mecom,HFA4_009,HFB10_038
Sfpi1,HFA4_009,HFB10_023
Tbx3,HFA4_009,NPB5_060
HoxB4,HFA4_009,PSB1_062
Fli1,PSA1_095,PSB2_007
Hhex,PSA1_095,PSB1_079
Tbx3,PSA1_095,PSA6_046
Sox17,SomNHA3_076,SomNHA4_021
Notch1,SomNHA3_076,SomNHA3_053
Tbx3,SomNHA3_076,HFB14_040
Erg,SomNHA3_076,HFB12_128
Runx1,SomNHA3_076,NPB7_042
Ikaros,HFA4_003,SomHA8_343
Lmo2,HFA4_003,HFB11_156
Tbx3,HFA4_003,NPB3_028
Mecom,HFA4_003,NPA7_032
HoxB4,HFA4_002,HFB9_127
Lmo2,HFA4_002,HFB13_137
Erg,HFA4_002,HFA4_053
Sfpi1,HFA4_002,NPA7_039
Ikaros,HFB12_090,HFB13_020
Tbx3,HFB12_090,HFB11_140
HoxB4,HFB12_090,HFB11_027
Nfe2,HFB12_090,HFB11_026
Sfpi1,HFB12_090,HFB10_126
Myb,HFB12_090,HFB10_014
Mecom,HFB12_090,HFA4_042
Tbx3,PSB3_031,HFA4_067
Cbfa2t3h,PSB3_031,PSA9_029
Lyl1,PSB3_030,PSB1_091
Meis1,PSB3_030,PSA5_015
Gfi1b,PSB3_033,PSA3_008
Notch1,PSB3_036,PSA8_002
Mitf,HFB12_097,SomNHA3_106
Runx1,HFB12_097,HFA4_047
Mecom,HFB12_093,HFB9_122
Nfe2,HFB12_093,HFB9_050
Ikaros,HFB12_093,HFB13_184
Lmo2,HFB12_093,NPB5_040
Gfi1b,HFB12_093,NPB4_014
Myb,HFB12_093,PSA1_051
Tbx20,HFB12_096,SomNHA6_156
HoxB4,HFB12_096,SomNHA4_013
Sfpi1,HFB12_096,HFB13_153
Mitf,HFB12_096,HFA1_005
Tbx3,PSB3_042,HFB9_116
Lmo2,PSB3_042,HFB13_152
Tbx20,PSB3_042,HFB12_042
Mecom,PSB3_042,HFB10_118
Ikaros,PSB3_042,HFA1_064
HoxB4,PSB3_042,NPB6_052
Sfpi1,PSB3_042,PSA6_045
Sox17,PSB3_042,PSA1_087
Gfi1b,HFB12_081,HFB11_016
Erg,HFB12_081,PSB1_053
Mitf,PSB3_041,PSB1_081
Myb,PSB3_041,PSA6_032
Lmo2,PSB3_046,NPA7_041
Etv2,PSB3_046,PSA1_076
Lmo2,PSB3_043,PSB2_007
Ikaros,HFB12_089,HFB9_194
Tbx3,HFB12_089,HFB9_053
Runx1,HFB12_089,HFB10_041
Ikaros,HFB12_087,SomNHA5_175
Etv2,HFB12_087,SomNHA4_066
FoxO4,HFB12_087,SomNHA3_187
Tbx20,HFB12_087,SomNHA3_178
Gfi1b,HFB12_087,SomNHA3_107
Lmo2,HFB12_087,SomNHA3_061
Erg,HFB12_087,HFB14_014
Lyl1,HFB12_087,HFB14_013
Sfpi1,HFB12_087,HFB13_046
HoxB4,HFB12_087,HFB11_125
Tbx3,HFB12_087,HFB11_057
Mecom,HFB12_087,HFB11_053
Sox17,HFB12_087,HFB10_038
Runx1,HFB12_087,HFA4_084
Mecom,HFB12_086,HFB13_209
Runx1,HFB12_086,HFB12_152
Tbx3,HFB12_086,HFB12_111
Mitf,HFB12_084,SomNHA6_061
Lmo2,HFB12_082,SomNHA4_185
Mitf,HFB12_082,HFB14_015
Sfpi1,HFB12_082,HFB14_013
Lyl1,HFB12_082,HFB13_046
Erg,PSB3_017,PSB3_004
Tbx3,PSB3_021,NPA7_003
Sox7,PSB3_021,PSA8_042
Fli1,PSB3_021,PSA8_011
Gfi1b,PSB3_020,HFB9_034
Myb,PSB3_020,HFB10_074
Ikaros,PSB3_026,HFB9_116
Myb,PSB3_026,HFB14_038
Runx1,PSB3_026,HFB11_077
Tbx3,PSB3_026,HFA1_064
Meis1,PSB3_026,NPB5_086
Nfe2,PSB3_026,NPB2_017
HoxB4,PSB3_026,NPA6_030
Gfi1b,PSB3_026,PSA8_023
Sfpi1,SomHA7_248,SomHA9_282
Hhex,SomHA7_248,SomHA9_268
Gata1,SomHA7_248,SomHA7_354
Sox7,SomHA8_064,SomHA8_176
Gfi1,SomHA8_064,HFB11_002
Lmo2,SomHA8_064,HFA4_118
Gata1,SomHA8_064,HFA1_036
HoxB4,SomHA8_064,NPA6_008
Mitf,SomHA7_245,SomHA9_299
Sfpi1,SomHA7_245,SomHA8_279
Ets1,SomHA7_245,SomHA8_278
Hhex,SomHA7_245,SomHA8_122
Meis1,SomHA7_245,SomHA7_308
Etv2,SomHA7_245,SomHA7_006
Lmo2,SomHA7_245,NPA6_036
Lyl1,SomHA8_062,SomHA8_287
Mitf,SomHA8_062,SomHA8_152
Fli1,SomHA8_062,SomHA8_041
Meis1,SomHA8_062,SomHA7_279
Myb,SomHA8_062,SomHA7_233
Ets1,SomHA8_062,SomHA7_162
Sfpi1,SomHA8_062,SomHA7_119
Hhex,SomHA8_062,SomHA7_080
Lmo2,SomHA8_062,SomHA7_073
Ets1,SomHA7_247,SomHA9_123
Hhex,SomHA7_247,SomHA9_022
Sfpi1,SomHA7_247,SomHA8_267
Lmo2,SomHA7_247,SomHA7_061
Fli1,SomHA7_247,SomHA7_040
Mitf,SomHA7_247,SomHA7_034
Etv6,SomHA7_247,SomHA7_014
Mitf,SomHA8_060,SomHA8_317
Lmo2,SomHA8_060,SomHA8_028
Fli1,SomHA8_060,SomHA7_310
Hhex,SomHA8_060,SomHA7_271
Hhex,SomHA7_246,SomHA8_260
Mitf,SomHA7_246,SomHA8_035
Cbfa2t3h,SomHA7_246,SomHA8_017
Fli1,SomHA7_246,SomHA7_374
Sfpi1,SomHA7_246,SomHA7_169
Myb,SomHA7_246,SomHA7_058
Lmo2,SomHA7_246,SomHA7_024
Gata1,SomHA7_251,SomHA8_134
Mitf,PSA5_013,HFB10_056
Sox17,PSA5_013,NPB4_039
Tbx20,PSA5_013,NPA7_044
Gfi1,PSA5_013,PSB3_068
Etv2,SomHA7_252,SomHA9_299
Lyl1,SomHA7_252,SomHA8_375
Meis1,SomHA7_252,SomHA8_179
Sox7,SomHA7_252,SomHA8_117
Lmo2,SomHA7_252,SomHA8_059
Ets1,SomHA7_252,SomHA7_085
Sfpi1,SomHA7_252,SomHA7_064
Mitf,SomHA7_252,SomHA7_006
Hhex,SomHA7_252,SomHA7_003
Gata1,SomHA7_254,SomHA8_176
Notch1,SomHA7_254,SomHA7_290
Lmo2,SomHA7_254,HFA1_076
Sox7,SomHA7_254,HFA1_036
Sox7,SomHA8_059,SomHA9_138
Mitf,SomHA8_059,SomHA8_319
Meis1,SomHA8_059,SomHA8_304
Erg,SomHA8_059,SomHA7_314
Lmo2,SomHA8_059,SomHA7_252
Hhex,SomHA8_059,SomHA7_162
Ets1,SomHA8_059,SomHA7_080
Sfpi1,SomHA8_059,SomHA7_066
Lyl1,SomHA8_058,SomHA7_167
Lmo2,SomHA8_057,SomHA9_043
Fli1,SomHA8_057,SomHA8_346
Mitf,SomHA8_057,SomHA8_271
Etv6,SomHA8_057,SomHA7_083
Myb,SomHA8_057,SomHA7_046
Tbx3,SomHA8_057,SomHA7_044
Ets1,SomHA8_057,SomHA7_011
Myb,SomHA8_056,SomHA8_110
Ets1,SomHA7_250,SomHA8_017
Myb,SomHA7_250,SomHA7_297
Cbfa2t3h,PSA5_015,HFB13_163
Runx1,PSA5_015,HFB10_127
Tbx3,PSA5_015,NPB5_013
Meis1,PSA5_015,PSB3_030
Lyl1,PSA5_015,PSA1_087
Gfi1b,SomHA8_053,SomHA7_271
Lmo2,SomHA8_054,SomHA8_278
Fli1,SomHA8_054,SomHA8_077
Mitf,SomHA8_054,SomHA7_275
Etv2,SomHA8_054,SomHA7_146
Ets1,SomHA8_054,NPA6_036
Meis1,SomHA7_259,SomHA7_084
Gata1,PSA5_001,HFB9_139
Hhex,PSB3_004,HFA4_120
Meis1,PSB3_004,NPA7_090
Tbx20,PSB3_004,NPA6_062
Erg,PSB3_004,PSB3_017
Gfi1,PSB3_004,PSA8_002
Gata1,PSB3_004,PSA7_065
Mitf,PSB3_004,PSA6_039
Sfpi1,SomHA7_263,SomHA9_143
Lmo2,SomHA7_263,SomHA9_022
Etv6,SomHA7_263,SomHA7_207
Hhex,SomHA7_263,SomHA7_061
Etv2,SomHA7_260,SomHA8_330
Cbfa2t3h,SomHA7_260,SomHA8_008
Hhex,SomHA7_260,SomHA7_022
HoxB4,PSB3_009,NPA6_033
Runx1,PSB3_009,PSB1_068
Hhex,SomHA8_048,SomHA9_235
Sfpi1,SomHA8_048,SomHA8_304
Meis1,SomHA8_048,SomHA7_066
Meis1,SomHA8_047,SomHA8_085
Sfpi1,SomHA8_047,SomHA7_317
Cbfa2t3h,SomHA7_224,SomHA7_267
Ets1,SomHA7_224,SomHA7_137
Sfpi1,HFA4_099,PSA6_040
Meis1,SomHA8_043,SomHA8_352
Sox7,SomHA7_227,SomHA9_191
Sfpi1,SomHA7_227,SomHA9_043
Hhex,SomHA7_227,SomHA8_274
Tbx3,SomHA7_227,SomHA8_152
Fli1,SomHA7_226,SomHA9_105
Myb,SomHA7_226,SomHA7_147
Mitf,SomHA7_226,SomHA7_054
Etv6,SomHA7_226,SomHA7_053
Ets1,SomHA7_226,SomHA7_024
Sfpi1,SomHA8_041,SomHA8_149
Mitf,SomHA8_041,SomHA8_137
Fli1,SomHA8_041,SomHA8_062
Myb,SomHA8_041,SomHA7_369
Lmo2,SomHA8_041,SomHA7_009
Lmo2,SomHA8_037,SomHA9_123
Mitf,SomHA8_037,SomHA8_320
Sfpi1,SomHA8_037,SomHA8_269
