Gene,StateA,StateB
HoxB4,NPB5_056,HFA4_047
Lyl1,NPB5_057,HFB9_079
Runx1,NPB5_057,HFB14_040
Myb,NPB5_057,HFB13_179
Nfe2,NPB5_057,HFA1_095
Tbx3,NPB5_057,NPB7_042
Erg,NPB5_057,NPB6_031
Ikaros,NPB5_057,NPB5_080
Myb,NPB5_059,HFA1_108
Sox17,NPB5_059,NPA6_065
Mitf,NPB5_059,PSA6_045
Nfe2,HFB13_011,SomNHA3_198
Mecom,HFB13_019,HFB12_078
HoxB4,HFB13_019,HFB11_077
Runx1,HFB13_019,NPA6_030
Mitf,SomNHA5_070,SomNHA6_023
Gfi1b,HFB13_018,SomNHA3_043
Lmo2,HFB13_018,HFB13_160
Sfpi1,HFB13_018,HFB11_104
Sfpi1,SomNHA5_074,SomNHA5_103
Sox17,SomNHA5_074,SomNHA5_054
HoxB4,SomNHA5_074,SomNHA4_176
Etv2,SomNHA5_074,NPA7_012
Ikaros,SomNHA6_008,HFB13_004
Tbx3,SomNHA6_008,HFB12_060
Myb,SomNHA6_008,HFB11_026
Nfe2,SomNHA6_008,HFB10_014
Gfi1,SomNHA6_008,HFA4_031
Mitf,SomNHA6_008,PSA6_005
Myb,SomNHA6_005,SomNHA6_181
HoxB4,HFA1_098,HFB12_037
Lmo2,HFA1_098,HFB11_139
HoxB4,HFA1_092,HFB13_081
Sox17,HFA1_092,NPB2_055
Nfe2,HFA1_095,NPB5_057
Erg,HFA1_089,HFB12_109
Lmo2,HFA1_089,HFA4_076
Myb,SomNHA6_023,SomNHA6_188
Mitf,SomNHA6_023,SomNHA5_070
HoxB4,SomNHA6_027,SomNHA6_138
Lyl1,SomNHA6_027,SomNHA6_114
Sox17,SomNHA6_027,SomNHA4_110
Cbfa2t3h,SomNHA6_028,HFB11_104
FoxO4,SomNHA6_010,SomNHA3_174
Ldb1,SomNHA6_011,SomNHA5_041
Tbx3,SomNHA6_011,SomNHA3_107
Lmo2,SomNHA6_011,SomNHA3_099
Gfi1b,SomNHA6_011,HFB11_057
Sfpi1,SomNHA6_011,HFB10_010
Meis1,SomNHA6_013,HFB11_125
Gfi1,SomNHA6_017,SomNHA5_161
Erg,SomNHA6_034,SomNHA6_071
Tbx3,SomNHA6_034,SomNHA3_060
Tbx20,SomNHA6_034,HFB9_118
Ikaros,HFB10_099,SomNHA6_146
Mecom,HFB10_099,SomNHA3_178
Lmo2,HFB10_099,HFB11_067
Tbx20,HFB10_099,HFB11_053
Tbx3,HFB10_099,HFA4_013
Tbx20,SomNHA6_032,SomNHA3_055
Etv2,SomNHA6_032,HFA4_115
HoxB4,HFB10_098,HFB9_028
Mitf,HFB10_098,PSB2_089
Tbx3,HFB10_098,PSA2_034
Mecom,SomNHA6_039,HFB13_083
Lmo2,SomNHA6_039,HFB13_062
Tbx3,SomNHA6_039,HFB13_035
Sox17,SomNHA6_039,HFB11_090
Tbx20,SomNHA6_038,SomNHA5_057
Meis1,SomNHA6_038,SomNHA4_152
Tbx3,SomNHA6_038,SomNHA4_150
Erg,HFB10_095,HFB11_087
Tbx3,HFB10_095,HFA4_125
Gfi1,SomHA7_066,SomHA8_335
Sox7,SomHA7_066,SomHA8_244
Hhex,SomHA7_066,SomHA8_222
Etv2,SomHA7_066,SomHA8_187
Sfpi1,SomHA7_066,SomHA8_059
Meis1,SomHA7_066,SomHA8_048
Ets1,SomHA7_066,SomHA7_207
Lmo2,SomHA7_066,SomHA7_064
Mitf,SomHA7_066,SomHA7_007
Lmo2,SomHA7_067,SomHA8_350
Gfi1,SomHA7_067,SomHA8_105
Meis1,SomHA7_067,SomHA7_354
Ets1,SomHA7_067,SomHA7_344
Etv2,SomHA7_067,SomHA7_317
Mitf,SomHA7_067,SomHA7_315
Hhex,SomHA7_067,SomHA7_171
Lyl1,SomHA7_064,SomHA9_182
Notch1,SomHA7_064,SomHA8_352
Sox7,SomHA7_064,SomHA8_322
Etv6,SomHA7_064,SomHA8_024
Sfpi1,SomHA7_064,SomHA7_252
Mitf,SomHA7_064,SomHA7_212
Fli1,SomHA7_064,SomHA7_196
Hhex,SomHA7_064,SomHA7_113
Lmo2,SomHA7_064,SomHA7_066
Ets1,SomHA7_064,SomHA7_012
Gata1,SomHA7_065,SomHA7_241
Ets2,SomHA7_062,SomHA7_081
Ets1,SomHA7_061,SomHA8_037
Hhex,SomHA7_061,SomHA7_263
Lmo2,SomHA7_061,SomHA7_247
Etv6,SomHA7_061,SomHA7_119
Etv2,SomHA7_059,SomHA9_289
Hhex,SomHA7_059,SomHA7_315
Lmo2,SomHA7_059,SomHA7_279
Mitf,SomHA7_059,SomHA7_171
Meis1,SomHA7_059,SomHA7_073
Etv6,SomHA7_059,SomHA7_029
Ets2,SomHA7_058,SomHA9_290
Tbx20,SomHA7_058,SomHA9_113
Tbx3,SomHA7_058,SomHA9_043
Sfpi1,SomHA7_058,SomHA8_152
Hhex,SomHA7_058,SomHA7_310
Fli1,SomHA7_058,SomHA7_271
Myb,SomHA7_058,SomHA7_246
Mitf,SomHA7_058,SomHA7_119
Ets1,SomHA7_058,SomHA7_091
Lmo2,SomHA7_058,SomHA7_044
Myb,SomHA7_057,SomHA7_294
Lyl1,SomHA7_057,SomHA7_032
Fli1,SomHA7_057,SomHA7_027
Sox17,HFB10_089,HFB13_047
HoxB4,HFB10_089,HFB13_021
Lyl1,HFB10_089,PSB2_056
Erg,SomNHA6_048,HFB9_008
Sox17,SomNHA6_048,NPB7_011
HoxB4,SomNHA6_048,NPA7_034
Myb,SomHA7_053,SomHA8_374
Etv6,SomHA7_053,SomHA7_226
Ets1,SomHA7_053,SomHA7_198
Fli1,SomHA7_053,SomHA7_082
Sfpi1,SomHA7_054,SomHA8_340
Tbx3,SomHA7_054,SomHA8_153
Mitf,SomHA7_054,SomHA7_226
Ets1,SomHA7_054,SomHA7_165
Myb,SomHA7_054,SomHA7_113
Ets2,SomHA7_055,SomHA7_217
Sfpi1,SomHA7_056,SomHA9_030
Mitf,SomHA7_056,SomHA7_365
Etv2,SomHA7_056,SomHA7_115
Mitf,SomHA7_047,SomHA8_267
Etv2,SomHA7_047,SomHA8_110
Ets1,SomHA7_047,SomHA7_274
Tbx3,SomHA7_047,SomHA7_219
Fli1,SomHA7_047,SomHA7_159
Etv6,SomHA7_047,SomHA7_078
Sfpi1,SomHA7_047,SomHA7_034
Myb,SomHA7_046,SomHA8_057
Fli1,SomHA7_046,SomHA7_324
Tbx3,SomHA7_046,SomHA7_024
Etv6,SomHA7_048,SomHA8_310
Meis1,SomHA7_048,SomHA7_159
Myb,HFB10_080,NPA6_033
Mitf,SomHA7_040,SomHA8_134
Fli1,SomHA7_040,SomHA7_247
Lyl1,SomHA7_040,SomHA7_216
Etv6,SomHA7_040,SomHA7_033
Meis1,SomHA7_044,SomHA8_325
HoxB4,SomHA7_044,SomHA8_099
Lyl1,SomHA7_044,SomHA8_082
Tbx3,SomHA7_044,SomHA8_057
Hhex,SomHA7_044,SomHA8_008
Etv2,SomHA7_044,SomHA7_199
Ets1,SomHA7_044,SomHA7_147
Fli1,SomHA7_044,SomHA7_081
Sfpi1,SomHA7_044,SomHA7_078
Lmo2,SomHA7_044,SomHA7_058
Etv6,SomHA7_044,SomHA7_034
Myb,SomHA7_044,SomHA7_024
Cbfa2t3h,SomHA7_044,SomHA7_022
Mitf,SomHA7_044,SomHA7_014
Tbx20,SomHA7_044,SomHA7_013
Lmo2,SomHA7_043,SomHA7_179
Meis1,SomHA7_043,SomHA7_028
Sox7,SomHA7_038,SomHA7_206
Fli1,SomHA7_038,SomHA7_165
Hhex,SomHA7_038,SomHA7_087
Myb,SomHA7_038,SomHA7_033
Mitf,SomHA7_038,SomHA7_032
Lmo2,SomHA7_038,SomHA7_021
Fli1,SomHA7_035,SomHA8_374
Ets1,SomHA7_035,SomHA8_134
Myb,SomHA7_035,SomHA7_082
Etv6,SomHA7_035,SomHA7_028
Ets1,SomHA7_039,SomHA9_016
Hhex,SomHA7_039,SomHA8_350
Meis1,SomHA7_039,SomHA8_152
Myb,SomHA7_039,SomHA7_332
Mitf,SomHA7_039,SomHA7_279
Lmo2,SomHA7_039,SomHA7_171
Etv2,SomNHA6_052,SomNHA6_102
Tbx3,SomNHA6_052,SomNHA4_041
HoxB4,SomNHA6_052,SomNHA3_198
Runx1,SomNHA6_052,SomNHA3_061
Sox17,SomNHA6_052,HFB13_209
Lmo2,SomNHA6_052,HFA4_084
Hhex,SomNHA6_053,NPB8_037
Tbx3,SomNHA6_053,NPB6_058
Sox7,SomNHA6_053,NPA6_104
Runx1,SomNHA6_053,PSB2_007
Meis1,SomNHA4_102,HFB13_186
Runx1,SomNHA4_101,HFB11_151
Etv2,SomNHA6_068,SomNHA6_173
Tbx3,SomNHA6_068,SomNHA4_111
HoxB4,SomNHA6_068,SomNHA4_017
Mecom,SomNHA6_068,SomNHA3_141
HoxB4,SomNHA4_105,SomNHA5_046
Mecom,SomNHA4_105,HFB9_146
Runx1,SomNHA4_105,PSB2_040
Fli1,SomHA7_030,SomHA9_301
Lmo2,SomHA7_030,SomHA8_274
Tbx3,SomHA7_030,SomHA7_354
Tbx3,SomHA7_031,SomHA8_331
Myb,SomHA7_031,SomHA8_137
Sfpi1,SomHA7_031,SomHA7_374
Mitf,SomHA7_031,SomHA7_369
Lmo2,SomHA7_031,SomHA7_341
Fli1,SomHA7_031,SomHA7_169
Ets1,SomHA7_032,SomHA9_105
Hhex,SomHA7_032,SomHA8_026
Lmo2,SomHA7_032,SomHA7_374
Sfpi1,SomHA7_032,SomHA7_341
Tbx3,SomHA7_032,SomHA7_324
Etv6,SomHA7_032,SomHA7_217
Myb,SomHA7_032,SomHA7_081
Etv2,SomHA7_032,SomHA7_070
Lyl1,SomHA7_032,SomHA7_057
Mitf,SomHA7_032,SomHA7_038
Fli1,SomHA7_032,SomHA7_024
Erg,SomHA7_033,SomHA9_023
Tbx3,SomHA7_033,SomHA8_369
Tbx20,SomHA7_033,SomHA8_270
Lmo2,SomHA7_033,SomHA8_149
Meis1,SomHA7_033,SomHA7_334
Etv2,SomHA7_033,SomHA7_321
Ets1,SomHA7_033,SomHA7_267
Hhex,SomHA7_033,SomHA7_242
Ikaros,SomHA7_033,SomHA7_177
Cbfa2t3h,SomHA7_033,SomHA7_137
Mitf,SomHA7_033,SomHA7_081
Etv6,SomHA7_033,SomHA7_040
Myb,SomHA7_033,SomHA7_038
Fli1,SomHA7_033,SomHA7_014
Sfpi1,SomHA7_033,SomHA7_009
Ets1,SomHA7_034,SomHA8_374
Fli1,SomHA7_034,SomHA8_134
Mitf,SomHA7_034,SomHA7_247
Myb,SomHA7_034,SomHA7_198
Hhex,SomHA7_034,SomHA7_181
Tbx3,SomHA7_034,SomHA7_083
Sfpi1,SomHA7_034,SomHA7_047
Etv6,SomHA7_034,SomHA7_044
Ets1,SomHA7_025,SomHA7_290
Ets2,SomHA7_024,SomHA9_308
Lmo2,SomHA7_024,SomHA7_246
Ets1,SomHA7_024,SomHA7_226
Etv6,SomHA7_024,SomHA7_198
Hhex,SomHA7_024,SomHA7_176
Mitf,SomHA7_024,SomHA7_165
Meis1,SomHA7_024,SomHA7_089
Tbx3,SomHA7_024,SomHA7_046
Myb,SomHA7_024,SomHA7_044
Fli1,SomHA7_024,SomHA7_032
Lyl1,SomHA7_024,SomHA7_027
Sfpi1,SomHA7_024,SomHA7_010
Gfi1,SomHA7_027,SomHA9_185
Myb,SomHA7_027,SomHA8_082
Fli1,SomHA7_027,SomHA7_057
Lyl1,SomHA7_027,SomHA7_024
Meis1,SomHA7_029,SomHA8_267
Etv6,SomHA7_029,SomHA7_059
Meis1,PSA7_065,HFB9_110
Gata1,PSA7_065,PSB3_004
Gfi1,PSA7_065,PSA8_028
Gfi1b,PSA7_065,PSA1_094
Hhex,SomHA7_028,SomHA9_256
Myb,SomHA7_028,SomHA9_105
Sfpi1,SomHA7_028,SomHA7_358
Mitf,SomHA7_028,SomHA7_267
Fli1,SomHA7_028,SomHA7_147
Lmo2,SomHA7_028,SomHA7_102
Ets1,SomHA7_028,SomHA7_081
Meis1,SomHA7_028,SomHA7_043
Etv6,SomHA7_028,SomHA7_035
Gfi1b,PSA7_066,NPB4_023
Meis1,PSA7_066,NPB2_028
Mecom,PSA7_066,PSA7_003
Nfe2,SomNHA6_061,HFB14_041
Runx1,SomNHA6_061,HFB13_205
Lyl1,SomNHA6_061,HFB12_125
Mitf,SomNHA6_061,HFB12_084
Mecom,SomNHA6_061,HFB11_057
Tbx3,SomNHA6_061,HFB11_053
Ets1,SomNHA6_061,HFB11_039
Myb,SomNHA6_061,HFB11_016
Lmo2,SomNHA6_061,HFB10_035
Sfpi1,SomNHA6_061,HFB10_008
Tbx20,SomNHA6_061,HFA4_013
Ikaros,SomNHA6_061,NPB8_051
HoxB4,SomNHA6_061,NPB6_031
Sox17,SomNHA6_061,NPB5_060
Runx1,PSA7_061,PSB2_048
Hhex,SomNHA6_062,SomNHA6_245
HoxB4,SomNHA6_062,SomNHA5_103
Sfpi1,SomNHA6_062,SomNHA4_176
Tbx3,SomNHA6_062,SomNHA3_120
Mecom,SomNHA6_062,SomNHA3_055
Etv2,SomNHA6_062,HFB13_056
Gfi1,PSA7_063,NPB7_042
Meis1,SomNHA6_064,HFB9_050
Tbx3,SomHA7_023,SomHA9_256
Ets1,SomHA7_023,SomHA9_133
Mitf,SomHA7_022,SomHA9_149
Etv2,SomHA7_022,SomHA8_039
Sfpi1,SomHA7_022,SomHA8_012
Hhex,SomHA7_022,SomHA7_260
Cbfa2t3h,SomHA7_022,SomHA7_044
Myb,SomHA7_021,SomHA8_149
Fli1,SomHA7_021,SomHA8_035
Mitf,SomHA7_021,SomHA7_374
Sfpi1,SomHA7_021,SomHA7_369
Lmo2,SomHA7_021,SomHA7_038
Ets1,SomHA9_213,SomHA9_299
Sfpi1,SomHA9_213,SomHA9_272
Mitf,SomHA9_213,SomHA8_278
Lmo2,SomHA9_213,SomHA7_275
Etv2,SomHA9_213,SomHA7_085
Ets1,SomNHA4_119,SomNHA5_017
Lmo2,SomNHA4_119,SomNHA4_110
Nfe2,SomNHA6_079,SomNHA4_194
Nfe2,SomNHA4_117,SomNHA5_122
FoxH1,SomNHA6_077,SomNHA6_113
Gfi1b,SomNHA6_077,NPA7_012
Tbx3,SomNHA4_111,SomNHA6_068
Tbx3,SomNHA4_114,SomNHA4_130
Gfi1b,SomNHA4_114,NPB3_032
Runx1,SomNHA4_113,SomNHA3_181
Myb,SomNHA4_113,SomNHA3_045
Erg,SomNHA6_071,SomNHA6_034
Myb,SomNHA6_071,SomNHA4_214
Ets1,SomNHA4_110,SomNHA6_199
Sox17,SomNHA4_110,SomNHA6_027
Lmo2,SomNHA4_110,SomNHA4_119
Tbx3,SomHA7_018,SomHA7_329
Sfpi1,SomHA7_018,SomHA7_011
Etv6,SomHA7_016,SomHA9_262
Meis1,SomHA7_016,SomHA7_271
Ets1,SomHA7_016,SomHA7_179
Lmo2,SomHA7_013,SomHA9_113
Ets1,SomHA7_013,SomHA8_226
Tbx20,SomHA7_013,SomHA7_044
Cbfa2t3h,SomHA7_014,SomHA9_149
Tbx3,SomHA7_014,SomHA8_271
Etv2,SomHA7_014,SomHA8_243
Sox7,SomHA7_014,SomHA8_096
Etv6,SomHA7_014,SomHA7_247
Myb,SomHA7_014,SomHA7_165
Gfi1,SomHA7_014,SomHA7_155
HoxB4,SomHA7_014,SomHA7_142
Lyl1,SomHA7_014,SomHA7_134
Lmo2,SomHA7_014,SomHA7_119
Ets1,SomHA7_014,SomHA7_113
Sfpi1,SomHA7_014,SomHA7_073
Mitf,SomHA7_014,SomHA7_044
Fli1,SomHA7_014,SomHA7_033
Hhex,SomHA7_014,SomHA7_012
Mitf,SomHA7_010,SomHA9_077
Fli1,SomHA7_010,SomHA7_341
Lmo2,SomHA7_010,SomHA7_169
Myb,SomHA7_010,SomHA7_078
Sfpi1,SomHA7_010,SomHA7_024
Etv2,SomHA7_012,SomHA9_272
Lyl1,SomHA7_012,SomHA9_141
Etv6,SomHA7_012,SomHA9_022
Meis1,SomHA7_012,SomHA8_283
Mitf,SomHA7_012,SomHA8_008
Myb,SomHA7_012,SomHA8_005
Mecom,SomHA7_012,SomHA7_311
Fli1,SomHA7_012,SomHA7_242
Lmo2,SomHA7_012,SomHA7_207
Sfpi1,SomHA7_012,SomHA7_085
Ets1,SomHA7_012,SomHA7_064
Hhex,SomHA7_012,SomHA7_014
Lmo2,SomHA7_011,SomHA9_279
Mitf,SomHA7_011,SomHA8_207
Ets1,SomHA7_011,SomHA8_057
Tbx3,SomHA7_011,SomHA7_147
Sfpi1,SomHA7_011,SomHA7_018
Gfi1,SomNHA4_125,SomNHA6_211
Sox17,SomNHA6_084,SomNHA4_185
Lyl1,SomNHA6_084,HFB13_035
Tbx3,SomNHA6_085,HFB9_169
Gfi1b,SomNHA6_085,HFB13_004
Myb,SomNHA6_085,HFB10_010
Lmo2,SomHA7_006,SomHA8_319
Myb,SomHA7_006,SomHA8_139
Ets1,SomHA7_006,SomHA7_354
Meis1,SomHA7_006,SomHA7_344
Hhex,SomHA7_006,SomHA7_329
Mitf,SomHA7_006,SomHA7_252
Etv2,SomHA7_006,SomHA7_245
Sfpi1,SomHA7_006,SomHA7_212
Etv2,SomHA7_007,SomHA9_307
Cbfa2t3h,SomHA7_007,SomHA9_258
Tbx3,SomHA7_007,SomHA9_189
Tbx20,SomHA7_007,SomHA9_062
Sfpi1,SomHA7_007,SomHA8_319
Ets1,SomHA7_007,SomHA7_310
Lmo2,SomHA7_007,SomHA7_212
Hhex,SomHA7_007,SomHA7_091
Mitf,SomHA7_007,SomHA7_066
Tbx3,SomHA7_009,SomHA9_181
Hhex,SomHA7_009,SomHA8_202
Lmo2,SomHA7_009,SomHA8_041
Etv2,SomHA7_009,SomHA7_365
Ets1,SomHA7_009,SomHA7_299
Lyl1,SomHA7_009,SomHA7_175
Mitf,SomHA7_009,SomHA7_115
Fli1,SomHA7_009,SomHA7_073
Sfpi1,SomHA7_009,SomHA7_033
Myb,SomHA7_003,SomHA8_340
Mitf,SomHA7_003,SomHA7_329
Fli1,SomHA7_003,SomHA7_299
Hhex,SomHA7_003,SomHA7_252
Cbfa2t3h,SomHA7_003,SomHA7_167
Lmo2,SomHA7_003,SomHA7_162
Sfpi1,SomHA7_003,SomHA7_113
Ets1,SomHA7_003,SomHA7_073
Cbfa2t3h,SomHA7_004,SomHA7_146
Lmo2,SomNHA6_098,SomNHA3_183
Sfpi1,SomNHA4_139,SomNHA5_154
Mitf,SomNHA4_139,SomNHA5_147
Tbx20,SomNHA4_139,SomNHA3_089
Etv2,SomNHA4_139,HFB11_054
Sfpi1,SomNHA6_094,SomNHA6_188
Lyl1,SomNHA6_094,SomNHA5_138
Tbx3,SomNHA4_130,SomNHA4_114
Nfe2,SomNHA4_130,HFB11_124
Tbx3,SomNHA4_132,HFB9_149
Nfe2,SomNHA4_147,HFB13_006
Sfpi1,SomNHA4_145,SomNHA4_088
Meis1,SomNHA4_144,SomNHA3_123
Runx1,SomNHA4_144,SomNHA3_047
Cbfa2t3h,SomNHA4_144,HFA4_009
Ikaros,SomNHA4_144,PSA1_039
Tbx20,SomNHA4_149,SomNHA5_114
Tbx20,SomNHA4_148,HFB13_086
Lmo2,SomNHA4_142,SomNHA6_156
Tbx3,SomNHA4_142,HFB9_142
Tbx3,SomNHA4_140,SomNHA6_247
FoxO4,SomNHA4_140,SomNHA6_109
Meis1,PSA8_002,NPB2_052
HoxB4,PSA8_002,NPA7_069
Etv2,PSA8_002,NPA7_026
Mitf,PSA8_002,NPA6_073
Nfe2,PSA8_002,NPA6_010
Notch1,PSA8_002,PSB3_036
Gfi1,PSA8_002,PSB3_004
Gata1,PSA8_002,PSA8_028
Lmo2,PSA8_002,PSA7_056
Mecom,PSA8_002,PSA2_012
Sox17,PSA7_010,HFB10_064
Gfi1b,PSA7_010,NPA6_083
Fli1,SomHA9_262,SomHA8_140
Meis1,SomHA9_262,SomHA8_129
Etv6,SomHA9_262,SomHA7_016
Myb,PSA7_014,SomNHA5_175
Gfi1b,PSA7_014,HFB14_020
Sfpi1,PSA7_014,HFB12_060
Nfe2,PSA7_014,HFB11_151
Lmo2,PSA7_014,HFB11_091
Mitf,PSA7_014,HFB10_041
Mecom,PSA7_014,NPB5_030
Erg,PSA7_014,PSA2_018
Cbfa2t3h,SomNHA4_152,SomNHA6_209
Meis1,SomNHA4_152,SomNHA6_038
Lmo2,SomNHA4_150,SomNHA6_154
Tbx3,SomNHA4_150,SomNHA6_038
Mecom,SomNHA4_150,SomNHA3_138
Myb,HFB10_011,HFB13_022
Lyl1,HFB10_011,HFB12_129
Nfe2,HFB10_014,SomNHA6_008
Myb,HFB10_014,HFB12_090
Gfi1b,HFB10_014,HFB12_004
HoxB4,HFB10_014,HFA1_048
Mecom,HFB10_014,NPB2_050
Tbx3,HFB10_014,PSA8_040
Tbx3,HFB10_013,HFB9_129
Sox17,HFB10_013,HFB9_050
Ikaros,HFB10_013,HFB12_152
Sfpi1,HFB10_013,HFA1_120
Myb,HFB10_013,NPB4_052
HoxB4,HFB10_013,PSA6_025
Myb,SomNHA4_155,SomNHA4_046
Myb,HFB10_010,SomNHA6_085
Sfpi1,HFB10_010,SomNHA6_011
Tbx20,HFB10_010,SomNHA5_086
Mecom,HFB10_010,HFB13_160
Ikaros,HFB10_010,HFB13_061
Etv2,HFB10_010,HFB11_080
Sox17,HFB10_010,HFB11_033
Gfi1b,HFB10_010,NPA6_048
Myb,SomHA9_256,SomHA9_094
Ets1,SomHA9_256,SomHA8_028
Fli1,SomHA9_256,SomHA7_212
Mitf,SomHA9_256,SomHA7_196
Hhex,SomHA9_256,SomHA7_028
Tbx3,SomHA9_256,SomHA7_023
Gfi1,HFB10_019,HFB9_119
Tbx3,HFB10_019,HFB10_056
Nfe2,HFB10_019,NPA7_033
Sox17,HFB10_019,PSB2_083
Gfi1,HFB10_018,HFB11_140
Hhex,SomHA9_258,SomHA7_297
Cbfa2t3h,SomHA9_258,SomHA7_007
Meis1,SomHA9_257,SomHA9_003
Ets1,SomHA9_257,SomHA8_243
Mitf,SomHA9_257,SomHA8_025
Etv2,SomHA9_257,SomHA7_113
Lmo2,HFB10_017,PSB2_056
Myb,PSA8_014,HFA4_056
Erg,PSA8_011,NPA7_051
Fli1,PSA8_011,PSB3_021
Sox7,PSA8_011,PSB1_079
Gata1,SomHA9_251,HFA1_119
Mecom,SomHA9_251,NPB5_019
Mecom,PSA7_003,PSA7_066
Ets1,SomNHA4_166,SomNHA4_060
Lmo2,SomNHA4_169,SomNHA4_040
Erg,SomNHA4_169,HFB11_133
Sfpi1,HFB10_008,SomNHA6_061
Tbx20,HFB10_008,SomNHA3_069
Lmo2,HFB10_008,SomNHA3_043
HoxB4,HFB10_008,HFB9_116
Nfe2,HFB10_008,HFB9_062
Gfi1b,HFB10_008,HFB13_160
Gfi1,HFB10_008,HFB13_158
Hhex,HFB10_008,HFB11_028
Tbx3,HFB10_008,NPB6_052
Mecom,HFB10_008,NPA6_048
Ikaros,HFB10_008,NPA6_030
HoxB4,HFB10_007,HFB9_008
Myb,HFB10_007,HFB10_026
Erg,HFB10_007,NPA7_034
Lyl1,HFB10_007,PSA6_045
Meis1,HFB10_007,PSA4_032
Myb,PSA8_018,PSA7_044
Gfi1,PSA8_019,NPB4_039
Mitf,PSA8_019,NPA7_008
Sox17,PSA8_019,PSB3_068
Gata1,HFA1_110,HFA4_118
Gfi1,HFA1_110,HFA1_082
Sox7,HFA1_110,HFA1_076
Lmo2,HFA1_110,HFA1_036
Erg,HFA1_110,PSB2_088
Sfpi1,SomNHA4_176,SomNHA6_062
Tbx3,SomNHA4_176,SomNHA5_080
HoxB4,SomNHA4_176,SomNHA5_074
FoxH1,SomNHA4_176,SomNHA5_009
Lmo2,SomNHA4_176,SomNHA3_089
Etv2,SomNHA4_176,HFB11_090
Sox7,HFA1_105,NPA7_090
Lyl1,HFA1_104,NPB6_047
Lmo2,HFA1_104,NPB2_058
Ets1,SomNHA4_177,SomNHA4_099
Sox17,SomNHA4_177,PSA7_031
Sox17,HFA1_101,HFB13_160
Mecom,HFA1_101,HFB11_033
Runx1,HFB10_033,SomNHA5_010
Cbfa2t3h,HFB10_033,NPB6_031
Ets1,HFB10_033,NPB2_013
HoxB4,HFB10_036,HFA1_036
Meis1,HFB10_036,NPA7_019
Gfi1,HFB10_036,NPA6_061
Tbx20,HFB10_036,NPA6_046
Gata1,HFB10_036,NPA6_008
Ets1,HFA1_102,HFB12_072
Tbx3,HFA1_102,PSA3_008
Lmo2,HFB10_035,SomNHA6_061
Lyl1,HFB10_035,SomNHA5_032
Ldb1,HFB10_035,SomNHA3_143
Etv2,HFB10_035,SomNHA3_055
Sfpi1,HFB10_035,SomNHA3_043
Mecom,HFB10_035,HFB13_056
Gfi1b,HFB10_035,HFB11_104
Tbx3,HFB10_035,HFB11_087
Erg,HFB10_035,HFA4_125
Tbx20,HFB10_035,HFA4_115
Myb,HFB10_038,SomNHA6_195
Sox17,HFB10_038,HFB12_087
Mecom,HFB10_038,HFA4_009
HoxB4,HFB10_038,PSA2_002
Mitf,HFB10_037,HFB13_073
Lmo2,HFB10_037,HFB12_109
Erg,HFB10_037,HFA4_076
Mecom,HFB10_037,HFA4_047
Myb,HFB10_037,NPB6_052
Ikaros,HFB10_037,NPB6_024
Gfi1b,HFB10_037,NPB2_014
Lmo2,SomHA9_237,SomHA7_294
Lyl1,SomHA9_237,SomHA7_271
Ldb1,SomHA9_237,SomHA7_100
Meis1,SomHA9_235,SomHA8_222
Sfpi1,SomHA9_235,SomHA8_078
Hhex,SomHA9_235,SomHA8_048
Lmo2,SomHA9_235,SomHA7_330
Lyl1,HFA1_108,HFB12_030
Myb,HFA1_108,NPB5_059
Mitf,HFA1_108,NPB5_020
Ikaros,HFA1_120,SomNHA4_007
Mitf,HFA1_120,HFB12_026
Lmo2,HFA1_120,HFB10_115
Sfpi1,HFA1_120,HFB10_013
Sox17,HFA1_120,NPB8_032
Myb,HFA1_120,NPB8_022
Runx1,SomNHA4_182,HFB13_153
Mitf,SomNHA4_182,HFB13_047
Sox17,SomNHA4_185,SomNHA6_084
Lmo2,SomNHA4_185,HFB12_082
Ikaros,SomNHA4_184,SomNHA4_003
Lyl1,HFB10_021,NPB5_030
Ikaros,SomNHA4_189,SomNHA5_160
Mitf,SomNHA4_189,PSB1_060
Hhex,HFA1_117,HFB10_042
Meis1,HFA1_116,SomHA9_138
Sox7,HFA1_116,SomHA8_304
Etv2,HFA1_116,SomHA8_248
Sox7,SomHA9_229,NPA6_087
Gfi1,SomHA9_229,NPA6_045
Mecom,HFA1_113,HFB13_081
Gfi1,HFA1_113,HFB13_002
Myb,HFA1_113,NPB2_067
Erg,HFB10_024,SomNHA6_215
Lmo2,HFB10_024,SomNHA6_129
Runx1,HFB10_024,SomNHA3_036
Myb,HFB10_024,NPB6_012
Lmo2,HFB10_023,SomNHA4_007
Ikaros,HFB10_023,HFB10_115
Sfpi1,HFB10_023,HFA4_009
Sox17,HFB10_023,NPB6_052
HoxB4,HFB10_023,PSA1_087
Sox7,SomHA9_227,SomHA7_146
Mitf,HFB10_026,HFB12_030
Myb,HFB10_026,HFB10_007
Lyl1,HFB10_026,NPB5_020
Gata1,HFA1_119,SomHA9_251
Nfe2,HFA1_119,HFB10_073
HoxB4,PSA7_050,PSB3_083
Tbx20,SomNHA4_193,PSA7_031
Mitf,SomNHA4_194,SomNHA6_156
Nfe2,SomNHA4_194,SomNHA6_079
Sfpi1,SomNHA4_194,SomNHA4_031
Mecom,SomNHA4_194,HFB9_078
Myb,SomNHA4_194,HFB9_003
Runx1,SomNHA4_194,HFB12_052
